Comunidad,Pfizer,Moderna,AstraZeneca,Janssen,Entregadas,Administradas,PercAdministradas,Personas1Dosis,Personas2Dosis,fecha,Poblacion,percvacunados
Castilla y León,1218855,180200,298300,29150,1726505,1572535,91.1,986612,605433,2021-05-26,2394918,0.25279905199259434
Castilla-La Mancha,797805,121100,253800,24675,1197380,1127903,94.2,761594,386322,2021-05-26,2045221,0.18889010038523954
Cataluña,2853080,437200,969100,94450,4353830,3934853,90.4,2736602,1236983,2021-05-26,7780479,0.1589854557797791
Ceuta,24210,3800,11000,1050,40060,35726,89.2,27799,8704,2021-05-26,84202,0.10337046625970879
Comunidad de Madrid,2357475,364200,844700,82300,3648675,3362398,92.2,2291636,1117789,2021-05-26,6779888,0.16486835770738395
Comunidad Foral de Navarra,255795,38800,82300,8050,384945,373774,97.1,251369,130646,2021-05-26,661197,0.1975901282068733
Comunidad Valenciana,1783270,272700,629800,61400,2747170,2565940,93.4,1756168,854060,2021-05-26,5057353,0.168874903531551
Extremadura,459305,66700,132400,12900,671305,635840,94.7,421742,221940,2021-05-26,1063987,0.20859277415983465
Galicia,1280095,182600,336600,32900,1832195,1761934,96.2,1170133,612386,2021-05-26,2701819,0.22665693001640747
Islas Baleares,340830,54800,145800,14200,555630,509268,91.7,367036,149997,2021-05-26,1171543,0.12803371280439557
Islas Canarias,710160,104800,271000,26400,1112360,976954,87.8,695028,304895,2021-05-26,2175952,0.14012027838849386
La Rioja,133445,19500,39600,3900,196445,183177,93.2,117954,68501,2021-05-26,319914,0.21412317060209932
Melilla,24210,3700,11000,1050,39960,33912,84.9,26586,8305,2021-05-26,87076,0.09537645275391612
País Vasco,925290,136200,276500,26950,1364940,1285690,94.2,900275,408544,2021-05-26,2220504,0.1839870587938594
Principado de Asturias,520385,73600,127000,12400,733385,718289,97.9,465035,260964,2021-05-26,1018784,0.25615243270408644
Región de Murcia,504995,77300,188100,18300,788695,686702,87.1,455195,239287,2021-05-26,1511251,0.158337033358456
Andalucía,2919240,447000,1054200,102800,4523240,4411991,97.5,3014242,1446707,2021-05-27,8464411,0.1709164406123474
Aragón,567765,84500,165600,16000,833865,800211,96,522723,287048,2021-05-27,1329391,0.21592443457192054
Cantabria,252285,36900,72500,6950,368635,346706,94.1,230025,120945,2021-05-27,582905,0.20748664019008242
Castilla y León,1218855,180200,298300,29150,1726505,1598322,92.6,1005002,615945,2021-05-27,2394918,0.25718834632333964
Castilla-La Mancha,797805,121100,253800,24675,1197380,1146802,95.8,774216,393256,2021-05-27,2045221,0.19228044304258562
Cataluña,2853080,437200,969100,94450,4353830,3995011,91.8,2778155,1258088,2021-05-27,7780479,0.1616980137084105
Ceuta,24210,3800,11000,1050,40060,36761,91.8,28671,8867,2021-05-27,84202,0.10530628726158524
Comunidad de Madrid,2357475,364200,844700,82300,3648675,3410710,93.5,2319092,1139171,2021-05-27,6779888,0.16802209712018842
Comunidad Foral de Navarra,255795,38800,82300,8050,384945,379747,98.6,256006,131982,2021-05-27,661197,0.1996107060376862
Comunidad Valenciana,1783270,272700,629800,61400,2747170,2632543,95.8,1797349,881810,2021-05-27,5057353,0.17436196365964568
Extremadura,459305,66700,132400,12900,671305,646531,96.3,427510,228317,2021-05-27,1063987,0.21458626844124976
Galicia,1280095,182600,336600,32900,1832195,1786951,97.5,1194630,613146,2021-05-27,2701819,0.22693822199044422
Islas Baleares,340830,54800,145800,14200,555630,518077,93.2,371487,154356,2021-05-27,1171543,0.13175444691317348
Islas Canarias,710160,104800,271000,26400,1112360,995872,89.5,710238,309230,2021-05-27,2175952,0.14211250983477577
La Rioja,133445,19500,39600,3900,196445,186704,95,119865,70135,2021-05-27,319914,0.21923079327569284
Melilla,24210,3700,11000,1050,39960,35862,89.7,27381,9461,2021-05-27,87076,0.10865221186090313
País Vasco,925290,136200,276500,26950,1364940,1306191,95.7,908202,421203,2021-05-27,2220504,0.1896880167745701
Principado de Asturias,520385,73600,127000,12400,733385,727195,99.2,470971,264215,2021-05-27,1018784,0.2593434918491064
Región de Murcia,504995,77300,188100,18300,788695,703427,89.2,462994,250064,2021-05-27,1511251,0.16546821143542667
Andalucía,3071340,447000,1054200,102800,4675340,4511820,96.5,3066680,1495696,2021-05-28,8464411,0.17670408490324963
Aragón,592335,84500,165600,16000,858435,817978,95.3,536746,290875,2021-05-28,1329391,0.21880319635081025
Cantabria,262815,36900,72500,6950,379165,350769,92.5,233348,121918,2021-05-28,582905,0.20915586587865947
Castilla y León,1259805,180200,298300,29150,1767455,1622728,91.8,1018285,628161,2021-05-28,2394918,0.2622891472693428
Castilla-La Mancha,835245,121100,253800,24675,1234820,1161860,94.1,783352,400654,2021-05-28,2045221,0.1958976560479283
Cataluña,2992310,437200,969100,94450,4493060,4055149,90.3,2814159,1283002,2021-05-28,7780479,0.16490013018478683
Ceuta,24210,3800,11000,1050,40060,37981,94.8,29331,9427,2021-05-28,84202,0.11195696064226503
Comunidad de Madrid,2477985,364200,844700,82300,3769185,3457243,91.7,2347178,1164928,2021-05-28,6779888,0.17182112742865369
Comunidad Foral de Navarra,267495,38800,82300,8050,396645,382640,96.5,256098,134801,2021-05-28,661197,0.20387418575704366
Comunidad Valenciana,1874530,272700,629800,61400,2838430,2644995,93.2,1804127,890399,2021-05-28,5057353,0.17606028291875217
Extremadura,479195,66700,132400,12900,691195,660802,95.6,435863,235689,2021-05-28,1063987,0.2215149245244538
Galicia,1329235,182600,336600,32900,1881335,1792712,95.3,1198254,617700,2021-05-28,2701819,0.2286237531085539
Islas Baleares,366570,54800,145800,14200,581370,526320,90.5,375436,158651,2021-05-28,1171543,0.135420552211912
Islas Canarias,710160,104800,271000,26400,1112360,1016327,91.4,725598,314742,2021-05-28,2175952,0.14464565394824885
La Rioja,139295,19500,39600,3900,202295,189382,93.6,122360,70333,2021-05-28,319914,0.21984970960945754
Melilla,24210,3700,11000,1050,39960,37873,94.8,28120,10733,2021-05-28,87076,0.12326014056686113
País Vasco,965070,136200,276500,26950,1404720,1329094,94.6,912682,439797,2021-05-28,2220504,0.19806179137709276
Principado de Asturias,539105,73600,127000,12400,752105,739208,98.3,479092,268966,2021-05-28,1018784,0.2640068944938279
Región de Murcia,531905,77300,188100,18300,815605,718396,88.1,471245,256845,2021-05-28,1511251,0.1699552225275616
Andalucía,3071340,447000,1054200,102800,4675340,4632413,99.1,3120341,1565328,2021-05-31,8464411,0.1849305285388434
Aragón,592335,84500,165600,16000,858435,829615,96.6,544881,295286,2021-05-31,1329391,0.22212125702671373
Cantabria,262815,36900,72500,6950,379165,360564,95.1,240133,125109,2021-05-31,582905,0.21463017129720965
Castilla y León,1259805,180200,298300,29150,1767455,1652032,93.5,1029157,647191,2021-05-31,2394918,0.2702351395747161
Castilla-La Mancha,835245,121100,253800,24675,1234820,1205118,97.6,815163,416195,2021-05-31,2045221,0.20349634587166865
Cataluña,2992310,437200,969100,94450,4493060,4197495,93.4,2849911,1391262,2021-05-31,7780479,0.1788144406019218
Ceuta,24210,3800,11000,1050,40060,38868,97,29752,10115,2021-05-31,84202,0.12012778793852878
Comunidad de Madrid,2477985,364200,844700,82300,3769185,3557679,94.4,2420499,1200513,2021-05-31,6779888,0.17706973920513142
Comunidad Foral de Navarra,267495,38800,82300,8050,396645,394728,99.5,261637,143355,2021-05-31,661197,0.21681132854504784
Comunidad Valenciana,1874530,272700,629800,61400,2838430,2665032,93.9,1812778,904088,2021-05-31,5057353,0.17876703485004902
Extremadura,479195,66700,132400,12900,691195,675035,97.7,443161,243316,2021-05-31,1063987,0.2286832451900258
Galicia,1329235,182600,336600,32900,1881335,1854851,98.6,1207204,671520,2021-05-31,2701819,0.2485436663225775
Islas Baleares,366570,54800,145800,14200,581370,533427,91.8,379892,161533,2021-05-31,1171543,0.13788055581399913
Islas Canarias,710160,104800,271000,26400,1112360,1047051,94.1,749133,324705,2021-05-31,2175952,0.14922433950748915
La Rioja,139295,19500,39600,3900,202295,191241,94.5,124043,70511,2021-05-31,319914,0.22040610914183187
Melilla,24210,3700,11000,1050,39960,38610,96.6,28237,11428,2021-05-31,87076,0.13124167394000644
País Vasco,965070,136200,276500,26950,1404720,1371206,97.6,928464,482696,2021-05-31,2220504,0.21738127920508138
Principado de Asturias,539105,73600,127000,12400,752105,757538,100.7,489310,277796,2021-05-31,1018784,0.2726740898954047
Región de Murcia,531905,77300,188100,18300,815605,744134,91.2,489211,267848,2021-05-31,1511251,0.17723594558415512
Andalucía,3312360,502000,1054200,167500,5036060,4711142,93.5,3159245,1606909,2021-06-01,8464411,0.1898429790330361
Aragón,629775,93100,165600,26200,914675,832942,91.1,547545,296645,2021-06-01,1329391,0.22314352963123715
Cantabria,279195,40700,72500,11450,403845,364918,90.4,242511,127614,2021-06-01,582905,0.21892761256122353
Castilla y León,1326495,195800,298300,47450,1868045,1670624,89.4,1037313,658566,2021-06-01,2394918,0.27498478027222645
Castilla-La Mancha,893745,134400,253800,40475,1322420,1206939,91.3,816585,416783,2021-06-01,2045221,0.20378384536438848
Cataluña,3214610,487700,969100,153950,4825360,4240669,87.9,2861596,1423308,2021-06-01,7780479,0.18293321015325664
Ceuta,28890,3800,11000,1650,45340,39424,87,29894,10552,2021-06-01,84202,0.12531768841595212
Comunidad de Madrid,2672205,408200,844700,134100,4059205,3601104,88.7,2444639,1227286,2021-06-01,6779888,0.18101862449645187
Comunidad Foral de Navarra,286215,43100,82300,13150,424765,400144,94.2,264869,146778,2021-06-01,661197,0.2219883030322279
Comunidad Valenciana,2018440,305500,629800,100100,3053840,2679175,87.7,1821055,913453,2021-06-01,5057353,0.18061879406084566
Extremadura,509615,73600,132400,21000,736615,678475,92.1,446172,244753,2021-06-01,1063987,0.23003382560125266
Galicia,1406455,200200,336600,53600,1996855,1874422,93.9,1224586,690840,2021-06-01,2701819,0.2556944043994065
Islas Baleares,418050,62400,145800,23200,649450,539146,83,384742,162491,2021-06-01,1171543,0.13869828081427657
Islas Canarias,835350,104800,271000,43000,1254150,1062442,84.7,760830,330436,2021-06-01,2175952,0.15185812922343875
La Rioja,148655,21600,39600,6300,216155,196016,90.7,127088,72600,2021-06-01,319914,0.2269359890470564
Melilla,28890,3700,11000,1650,45240,38634,85.4,28251,11443,2021-06-01,87076,0.1314139372502182
País Vasco,1028250,150600,276500,43950,1499300,1380112,92.1,928366,491940,2021-06-01,2220504,0.22154429805125322
Principado de Asturias,568355,80200,127000,20200,795755,767489,96.4,493717,283390,2021-06-01,1018784,0.2781649495869586
Región de Murcia,575195,87100,188100,29900,880295,754586,85.7,490041,277687,2021-06-01,1511251,0.18374644582534602
Andalucía,3312360,502000,1054200,167500,5036060,4818135,95.7,3210976,1663681,2021-06-02,8464411,0.19655012026235494
Aragón,629775,93100,165600,26200,914675,838765,91.7,552388,298005,2021-06-02,1329391,0.2241665544598993
Cantabria,279195,40700,72500,11450,403845,372755,92.3,245515,132727,2021-06-02,582905,0.2276991962669732
Castilla y León,1326495,195800,298300,47450,1868045,1694963,90.7,1055909,667375,2021-06-02,2394918,0.2786629855385445
Castilla-La Mancha,893745,134400,253800,40475,1322420,1222810,92.5,825678,426146,2021-06-02,2045221,0.20836183473570827
Cataluña,3214610,487700,969100,153950,4825360,4313654,89.4,2881354,1477035,2021-06-02,7780479,0.18983856906496374
Ceuta,28890,3800,11000,1650,45340,40643,89.6,30680,11384,2021-06-02,84202,0.1351986888672478
Comunidad de Madrid,2672205,408200,844700,134100,4059205,3654009,90,2471633,1254274,2021-06-02,6779888,0.18499922122607335
Comunidad Foral de Navarra,286215,43100,82300,13150,424765,407469,95.9,268606,151849,2021-06-02,661197,0.22965772681969215
Comunidad Valenciana,2018440,305500,629800,100100,3053840,2739554,89.7,1853652,952405,2021-06-02,5057353,0.18832084689362202
Extremadura,509615,73600,132400,21000,736615,689044,93.5,452667,250578,2021-06-02,1063987,0.23550851655142402
