Comunidad,Pfizer,Moderna,AstraZeneca,Janssen,Entregadas,Administradas,PercAdministradas,Personas1Dosis,Personas2Dosis,fecha,Poblacion,percvacunados
Cantabria,666465,114900,125200,24950,931515,862910,92.6,471288,431948,2021-09-13,582905,74.1
Castilla y León,2817075,412400,481200,112850,3823525,3628666,94.9,1962093,1866607,2021-09-13,2394918,77.94
Castilla-La Mancha,2280195,446800,411700,101375,3240070,2920640,90.1,1590562,1491459,2021-09-13,2045221,72.92
Cataluña,8368460,1604900,1514300,375750,11863410,10689932,90.1,5795324,5534652,2021-09-13,7780479,71.14
Comunidad Valenciana,5719150,1213700,863900,307250,8104000,7364990,90.9,4012918,3797871,2021-09-13,5057353,75.1
Extremadura,1210445,218200,186000,51750,1666395,1647710,98.9,886315,845629,2021-09-13,1063987,79.48
Galicia,3102379,507400,573400,122700,4305879,4227446,98.2,2285548,2146897,2021-09-13,2701819,79.46
La Rioja,369785,67600,53300,15200,505885,460677,91.1,253527,240369,2021-09-13,319914,75.14
Comunidad de Madrid,7602579,1645800,1220900,381450,10850729,9391925,86.6,5207715,4861831,2021-09-13,6779888,71.71
Región de Murcia,1687865,398000,253100,68300,2407265,2153224,89.4,1164876,1108795,2021-09-13,1511251,73.37
Comunidad Foral de Navarra,734325,151500,136600,32750,1055175,952170,90.2,516207,498706,2021-09-13,661197,75.42
País Vasco,2484900,526100,444200,110850,3566050,3239430,90.8,1775557,1678662,2021-09-13,2220504,75.6
Ceuta,95580,22400,18100,4150,140230,107049,76.3,59086,54953,2021-09-13,84202,65.26
Melilla,96750,23500,15100,5750,141100,97879,69.4,55158,51806,2021-09-13,87076,59.5
España,52895871,10752730,9467700,2555760,75672061,68486683,90.5,37216507,35300384,2021-09-13,47450795,74.39
Andalucía,9306270,2019500,1603000,463400,13392170,12393104,92.5,6688341,6379575,2021-09-14,8464411,75.37
Aragón,1508445,275200,265100,64700,2113445,1930321,91.3,1048470,1003195,2021-09-14,1329391,75.46
Principado de Asturias,1200155,162000,220900,49700,1632755,1635337,100.2,866826,840781,2021-09-14,1018784,82.53
Islas Baleares,1272150,305100,256400,62400,1896050,1551774,81.8,836068,804744,2021-09-14,1171543,68.69
Islas Canarias,2324760,574700,455800,133650,3488910,3066401,87.9,1648346,1581537,2021-09-14,2175952,72.68
Cantabria,666465,114900,125200,24950,931515,862910,92.6,471288,431948,2021-09-14,582905,74.1
Castilla y León,2819415,412400,481200,112850,3825865,3636901,95.1,1964029,1873615,2021-09-14,2394918,78.23
Castilla-La Mancha,2256795,446800,411700,101375,3216670,2926329,91,1591587,1496368,2021-09-14,2045221,73.16
Cataluña,8368460,1604900,1514300,375750,11863410,10710739,90.3,5805268,5547164,2021-09-14,7780479,71.3
Comunidad Valenciana,5719150,1213650,863900,213450,8010150,7390399,92.3,4014050,3822282,2021-09-14,5057353,75.58
Extremadura,1216295,218200,186000,51750,1672245,1650403,98.7,886585,848287,2021-09-14,1063987,79.73
Galicia,3117589,507400,573400,122700,4321089,4256770,98.5,2287312,2174764,2021-09-14,2701819,80.49
La Rioja,369785,67600,53300,15200,505885,462880,91.5,254012,242245,2021-09-14,319914,75.72
Comunidad de Madrid,7602579,1645800,1220900,381450,10850729,9414293,86.8,5212747,4880315,2021-09-14,6779888,71.98
Región de Murcia,1687865,398000,253100,68300,2407265,2153224,89.4,1164876,1108797,2021-09-14,1511251,73.37
Comunidad Foral de Navarra,734325,151500,136600,32750,1055175,952356,90.3,516350,498826,2021-09-14,661197,75.44
País Vasco,2484900,526100,444200,110850,3566050,3243745,91,1776920,1682504,2021-09-14,2220504,75.77
Ceuta,95580,22400,18100,4150,140230,107449,76.6,59220,55251,2021-09-14,84202,65.62
Melilla,96750,23500,15100,5750,141100,98104,69.5,55363,51865,2021-09-14,87076,59.56
España,52895871,10752630,9202000,2400410,75250911,68619581,91.2,37243220,35413078,2021-09-14,47450795,74.63
Andalucía,9306270,2019500,1603000,463400,13392170,12453918,93,6708894,6430584,2021-09-15,8464411,75.97
Aragón,1508445,275200,265100,64700,2113445,1933344,91.5,1049503,1005575,2021-09-15,1329391,75.64
Principado de Asturias,1200155,162000,220900,49700,1632755,1636690,100.2,866927,842052,2021-09-15,1018784,82.65
Islas Baleares,1272150,305100,256400,62400,1896050,1554338,82,837269,806435,2021-09-15,1171543,68.84
Islas Canarias,2324760,574700,455800,133650,3488910,3070331,88,1649531,1584593,2021-09-15,2175952,72.82
Cantabria,666465,114900,125200,24950,931515,873252,93.7,472037,441770,2021-09-15,582905,75.79
Castilla y León,2819415,412400,481200,112850,3825865,3648481,95.4,1968511,1881226,2021-09-15,2394918,78.55
Castilla-La Mancha,2256795,446800,411700,101375,3216670,2931269,91.1,1592867,1500352,2021-09-15,2045221,73.36
Cataluña,8368460,1604900,1514300,375750,11863410,10727914,90.4,5813881,5556522,2021-09-15,7780479,71.42
Comunidad Valenciana,5719150,1213650,863900,213450,8010150,7418746,92.6,4022615,3841785,2021-09-15,5057353,75.96
Extremadura,1216295,218200,186000,51750,1672245,1654946,99,887204,852519,2021-09-15,1063987,80.12
Galicia,3117589,507400,573400,122700,4321089,4277868,99,2289078,2194429,2021-09-15,2701819,81.22
La Rioja,369785,67600,53300,15200,505885,464388,91.8,254200,243623,2021-09-15,319914,76.15
Comunidad de Madrid,7602579,1645800,1220900,381450,10850729,9434500,86.9,5217036,4897570,2021-09-15,6779888,72.24
Región de Murcia,1687865,398000,253100,68300,2407265,2159083,89.7,1167107,1112873,2021-09-15,1511251,73.64
Comunidad Foral de Navarra,734325,151500,136600,32750,1055175,953688,90.4,517207,499793,2021-09-15,661197,75.59
País Vasco,2484900,526100,444200,110850,3566050,3245482,91,1778863,1683330,2021-09-15,2220504,75.81
Ceuta,95580,22400,18100,4150,140230,107714,76.8,59353,55407,2021-09-15,84202,65.8
Melilla,96750,23500,15100,5750,141100,98224,69.6,55404,51977,2021-09-15,87076,59.69
España,52895871,10752630,9202000,2400410,75250911,68820573,91.5,37303202,35571661,2021-09-15,47450795,74.97
Andalucía,9306270,2019500,1603000,463400,13392170,12485606,93.2,6718892,6457423,2021-09-16,8464411,76.29
Aragón,1508445,275200,265100,64700,2113445,1941382,91.9,1051495,1012266,2021-09-16,1329391,76.15
Principado de Asturias,1200155,162000,220900,49700,1632755,1639144,100.4,867365,844285,2021-09-16,1018784,82.87
Islas Baleares,1272150,305100,256400,62400,1896050,1555741,82.1,837722,807503,2021-09-16,1171543,68.93
Islas Canarias,2324760,574700,455800,133650,3488910,3073726,88.1,1650590,1587213,2021-09-16,2175952,72.94
Cantabria,666465,114900,125200,24950,931515,876327,94.1,472590,444278,2021-09-16,582905,76.22
Castilla y León,2819415,412400,481200,112850,3825865,3654875,95.5,1970283,1886940,2021-09-16,2394918,78.79
Castilla-La Mancha,2256795,446800,411700,101375,3216670,2937228,91.3,1594456,1505116,2021-09-16,2045221,73.59
Cataluña,8368460,1604900,1514300,375750,11863410,10746459,90.6,5822939,5573911,2021-09-16,7780479,71.64
Comunidad Valenciana,5719150,1213650,863900,213450,8010150,7422367,92.7,4023583,3844699,2021-09-16,5057353,76.02
Extremadura,1216295,218200,186000,51750,1672245,1658813,99.2,887545,856217,2021-09-16,1063987,80.47
Galicia,3117589,507400,573400,122700,4321089,4278235,99,2289262,2194826,2021-09-16,2701819,81.24
La Rioja,369785,67600,53300,15200,505885,465957,92.1,254688,245361,2021-09-16,319914,76.7
Comunidad de Madrid,7602579,1645800,1220900,381450,10850729,9458545,87.2,5222228,4918043,2021-09-16,6779888,72.54
Región de Murcia,1687865,398000,253100,68300,2407265,2164300,89.9,1168608,1116909,2021-09-16,1511251,73.91
Comunidad Foral de Navarra,734325,151500,136600,32750,1055175,954091,90.4,517573,499988,2021-09-16,661197,75.62
País Vasco,2484900,526100,444200,110850,3566050,3259521,91.4,1780824,1696440,2021-09-16,2220504,76.4
Ceuta,95580,22400,18100,4150,140230,108007,77,59495,55625,2021-09-16,84202,66.06
Melilla,96750,23500,15100,5750,141100,98432,69.8,55588,52118,2021-09-16,87076,59.85
España,52895871,10752630,9202000,2400410,75250911,68955191,91.6,37341455,35688441,2021-09-16,47450795,75.21
Andalucía,9306270,2019500,1603000,463400,13392170,12511703,93.4,6728143,6463863,2021-09-17,8464411,76.37
Aragón,1508445,275200,265100,64700,2113445,1946372,92.1,1052999,1016260,2021-09-17,1329391,76.45
Principado de Asturias,1200155,162000,220900,49700,1632755,1642121,100.6,867778,846963,2021-09-17,1018784,83.13
Islas Baleares,1272150,305100,256400,57600,1891250,1557909,82.4,838977,808731,2021-09-17,1171543,69.03
Islas Canarias,2324760,574700,455800,133650,3488910,3076768,88.2,1651530,1589575,2021-09-17,2175952,73.05
Cantabria,666465,114900,125200,24950,931515,880328,94.5,473230,447802,2021-09-17,582905,76.82
Castilla y León,2819415,412400,481200,102200,3815215,3666332,96.1,1973116,1896170,2021-09-17,2394918,79.17
Castilla-La Mancha,2256795,446800,411700,101375,3216670,2943319,91.5,1596183,1509939,2021-09-17,2045221,73.83
Cataluña,8368460,1604900,1514300,375750,11863410,10764739,90.7,5831495,5587226,2021-09-17,7780479,71.81
Comunidad Valenciana,5719150,1213650,863900,213450,8010150,7447196,93,4031680,3863368,2021-09-17,5057353,76.39
Extremadura,1216295,218200,186000,51750,1672245,1662986,99.4,888591,859755,2021-09-17,1063987,80.81
Galicia,3117589,507400,573400,122700,4321089,4279929,99,2289577,2196670,2021-09-17,2701819,81.3
La Rioja,369785,67600,53300,15200,505885,466658,92.2,254962,245912,2021-09-17,319914,76.87
Comunidad de Madrid,7602579,1645800,1220900,321450,10790729,9479101,87.8,5226964,4935474,2021-09-17,6779888,72.8
Región de Murcia,1687865,398000,253100,68300,2407265,2170072,90.1,1170618,1121214,2021-09-17,1511251,74.19
Comunidad Foral de Navarra,734325,151500,136600,32750,1055175,955975,90.6,517786,501814,2021-09-17,661197,75.89
País Vasco,2484900,526100,444200,110850,3566050,3259521,91.4,1780824,1696440,2021-09-17,2220504,76.4
Ceuta,95580,22400,18100,4150,140230,108390,77.3,59681,55944,2021-09-17,84202,66.44
Melilla,96750,23500,15100,5750,141100,98432,69.8,55588,52118,2021-09-17,87076,59.85
España,52895871,10752630,9202000,2324960,75175461,69094664,91.9,37385758,35784743,2021-09-17,47450795,75.41
Andalucía,9306270,2019500,1603000,463400,13392170,12542898,93.7,6737370,6490340,2021-09-20,8464411,76.68
Aragón,1508445,275200,265100,64700,2113445,1948925,92.2,1053671,1018424,2021-09-20,1329391,76.61
Principado de Asturias,1200155,162000,220900,49700,1632755,1644879,100.7,868931,848881,2021-09-20,1018784,83.32
Islas Baleares,1272150,305100,256400,57600,1891250,1561044,82.5,839959,811179,2021-09-20,1171543,69.24
Islas Canarias,2324760,574700,455800,133650,3488910,3082735,88.4,1653675,1594010,2021-09-20,2175952,73.26
Cantabria,666465,114900,125200,24950,931515,887135,95.2,474591,453821,2021-09-20,582905,77.86
Castilla y León,2819415,412400,481200,102200,3815215,3676926,96.4,1976809,1912497,2021-09-20,2394918,79.86
Castilla-La Mancha,2256795,446800,411700,101375,3216670,2952083,91.8,1599074,1516321,2021-09-20,2045221,74.14
Cataluña,8368460,1604900,1514300,375750,11863410,10795242,91,5845112,5615945,2021-09-20,7780479,72.18
Comunidad Valenciana,5719150,1213650,863900,213450,8010150,7450805,93,4032517,3866367,2021-09-20,5057353,76.45
Extremadura,1216295,218200,186000,51750,1672245,1666965,99.7,889169,863450,2021-09-20,1063987,81.15
Galicia,3117589,507400,573400,122700,4321089,4321801,100,2293493,2235381,2021-09-20,2701819,82.74
La Rioja,369785,67600,53300,15200,505885,467002,92.3,255051,246207,2021-09-20,319914,76.96
Comunidad de Madrid,7602579,1645800,1220900,321450,10790729,9546506,88.5,5247529,4999281,2021-09-20,6779888,73.74
Región de Murcia,1687865,398000,253100,68300,2407265,2173120,90.3,1171730,1123389,2021-09-20,1511251,74.34
Comunidad Foral de Navarra,734325,151500,136600,32750,1055175,958545,90.8,519060,504160,2021-09-20,661197,76.25
País Vasco,2484900,526100,444200,110850,3566050,3271272,91.7,1782628,1707475,2021-09-20,2220504,76.9
Ceuta,95580,22400,18100,4150,140230,108895,77.7,60100,56262,2021-09-20,84202,66.82
Melilla,96750,23500,15100,5750,141100,98746,70,55666,52402,2021-09-20,87076,60.18
España,52895871,10752630,9202000,2324960,75175461,69332829,92.2,37452529,36005546,2021-09-20,47450795,75.88
