Comunidad,Pfizer,Moderna,AstraZeneca,Janssen,Entregadas,Administradas,PercAdministradas,Personas1Dosis,Personas2Dosis,fecha,Poblacion,percvacunados
Región de Murcia,575195,87100,188100,29900,880295,792635,90,520492,285543,2021-06-03,1511251,18.89
Andalucía,3555720,502000,1293200,226900,5577820,5056835,90.7,3337630,1780256,2021-06-04,8464411,21.03
Aragón,668385,93100,203200,35500,1000185,884547,88.4,582195,314347,2021-06-04,1329391,23.65
Cantabria,296745,40700,89000,15550,441995,387992,87.8,256056,137943,2021-06-04,582905,23.66
Castilla y León,1396695,195800,365900,64250,2022645,1748239,86.4,1094311,687044,2021-06-04,2394918,28.69
Castilla-La Mancha,952245,134400,311600,54875,1453120,1260567,86.7,847837,443296,2021-06-04,2045221,21.67
Cataluña,3438080,487700,1188700,208550,5323030,4475002,84.1,2940765,1582303,2021-06-04,7780479,20.34
Ceuta,28890,4400,13500,2250,49040,43385,88.5,31206,13605,2021-06-04,84202,16.16
Comunidad de Madrid,2866425,408200,1036100,181700,4492425,3764402,83.8,2522228,1316879,2021-06-04,6779888,19.42
Comunidad Foral de Navarra,304935,43100,101000,17750,466785,425055,91.1,279121,158990,2021-06-04,661197,24.05
Comunidad Valenciana,2164690,305500,772600,135600,3378390,2925664,86.6,1969186,1034551,2021-06-04,5057353,20.46
España,21490755,3021500,7344700,1272925,33129880,28752570,86.8,19038135,10257209,2021-06-04,47450795,21.62
Extremadura,540035,73600,162500,28500,804635,717884,89.2,468805,266219,2021-06-04,1063987,25.02
Galicia,1483675,200200,412900,72600,2169375,1964651,90.6,1256755,751012,2021-06-04,2701819,27.8
Islas Baleares,433260,62400,178900,31400,705960,566241,80.2,400350,174170,2021-06-04,1171543,14.87
Islas Canarias,835350,118900,332500,58300,1345050,1144916,85.1,815230,371089,2021-06-04,2175952,17.05
La Rioja,158015,21600,48700,8500,236815,208444,88,134233,79787,2021-06-04,319914,24.94
Melilla,28890,4300,13500,2250,48940,41476,84.7,29013,13551,2021-06-04,87076,15.56
País Vasco,1092600,150600,338200,59550,1640950,1438333,87.7,955818,523402,2021-06-04,2220504,23.57
Principado de Asturias,597605,80200,155800,27400,861005,805334,93.5,514030,303820,2021-06-04,1018784,29.82
Región de Murcia,618485,87100,230800,40500,976885,808552,82.8,531647,291603,2021-06-04,1511251,19.3
Andalucía,3555720,502000,1293200,226900,5577820,5209446,93.4,3421131,1851883,2021-06-07,8464411,21.88
Aragón,668385,93100,203200,35500,1000185,922090,92.2,611539,342979,2021-06-07,1329391,25.8
Cantabria,296745,40700,89000,15550,441995,397693,90,264171,141889,2021-06-07,582905,24.34
Castilla y León,1396695,195800,365900,64250,2022645,1797248,88.9,1126013,714587,2021-06-07,2394918,29.84
Castilla-La Mancha,952245,134400,311600,54875,1453120,1305906,89.9,875488,466014,2021-06-07,2045221,22.79
Cataluña,3438080,487700,1188700,208550,5323030,4673252,87.8,3020524,1702865,2021-06-07,7780479,21.89
Ceuta,28890,4400,13500,2250,49040,46766,95.4,33532,15679,2021-06-07,84202,18.62
Comunidad de Madrid,2866425,408200,1036100,181700,4492425,3996892,89,2678036,1481329,2021-06-07,6779888,21.85
Comunidad Foral de Navarra,304935,43100,101000,17750,466785,451316,96.7,298676,176597,2021-06-07,661197,26.71
Comunidad Valenciana,2164690,305500,772600,135600,3378390,2980160,88.2,2011956,1053837,2021-06-07,5057353,20.84
España,21490755,3021500,7344700,1272925,33129880,30007806,90.6,19786574,11002869,2021-06-07,47450795,23.19
Extremadura,540035,73600,162500,28500,804635,748960,93.1,492342,282023,2021-06-07,1063987,26.51
Galicia,1483675,200200,412900,72600,2169375,2069136,95.4,1325817,800572,2021-06-07,2701819,29.63
Islas Baleares,433260,62400,178900,31400,705960,624009,88.4,435979,203628,2021-06-07,1171543,17.38
Islas Canarias,835350,118900,332500,58300,1345050,1201701,89.3,845845,410948,2021-06-07,2175952,18.89
La Rioja,158015,21600,48700,8500,236815,216706,91.5,141316,83803,2021-06-07,319914,26.2
Melilla,28890,4300,13500,2250,48940,42469,86.8,29620,14166,2021-06-07,87076,16.27
País Vasco,1092600,150600,338200,59550,1640950,1554168,94.7,1016420,611623,2021-06-07,2220504,27.54
Principado de Asturias,597605,80200,155800,27400,861005,832730,96.7,526485,325789,2021-06-07,1018784,31.98
Región de Murcia,618485,87100,230800,40500,976885,850647,87.1,559499,308141,2021-06-07,1511251,20.39
Andalucía,3771000,557000,1293200,226900,5848100,5308273,90.8,3483300,1892650,2021-06-08,8464411,22.36
Aragón,702315,101700,203200,35500,1042715,932021,89.4,616148,349172,2021-06-08,1329391,26.27
Cantabria,311955,44500,89000,15550,461005,402529,87.3,267702,143516,2021-06-08,582905,24.62
Castilla y León,1461045,211400,365900,64250,2102595,1820292,86.6,1141342,724724,2021-06-08,2394918,30.26
Castilla-La Mancha,1004895,147700,311600,54875,1519070,1319692,86.9,884295,473596,2021-06-08,2045221,23.16
Cataluña,3635810,538200,1188700,208550,5571260,4746749,85.2,3074319,1723764,2021-06-08,7780479,22.15
Ceuta,33570,4400,13500,2250,53720,48001,89.4,34308,16198,2021-06-08,84202,19.24
Comunidad de Madrid,3038415,452200,1036100,181700,4708415,4056318,86.2,2705834,1513246,2021-06-08,6779888,22.32
Comunidad Foral de Navarra,322485,47400,101000,17750,488635,457698,93.7,303314,179435,2021-06-08,661197,27.14
Comunidad Valenciana,2293390,338300,772600,135600,3539890,3027516,85.5,2021513,1096969,2021-06-08,5057353,21.69
España,22777755,3320600,7344700,1272925,34715980,30472862,87.8,20048174,11260175,2021-06-08,47450795,23.73
Extremadura,568115,80500,162500,28500,839615,756792,90.1,497472,286035,2021-06-08,1063987,26.88
Galicia,1552705,217800,412900,72600,2256005,2092256,92.7,1346476,823396,2021-06-08,2701819,30.48
Islas Baleares,480060,70000,178900,31400,760360,635488,83.6,442854,209959,2021-06-08,1171543,17.92
Islas Canarias,945330,118900,332500,58300,1455030,1227362,84.4,859182,426601,2021-06-08,2175952,19.61
La Rioja,166205,23700,48700,8500,247105,220172,89.1,144233,84464,2021-06-08,319914,26.4
Melilla,33570,4300,13500,2250,53620,43829,81.7,29578,15570,2021-06-08,87076,17.88
País Vasco,1148760,165000,338200,59550,1711510,1576466,92.1,1021127,629813,2021-06-08,2220504,28.36
Principado de Asturias,623345,86800,155800,27400,893345,845276,94.6,534219,331290,2021-06-08,1018784,32.52
Región de Murcia,657095,96900,230800,40500,1025295,867164,84.6,568102,323374,2021-06-08,1511251,21.4
Andalucía,3771000,557000,1293200,226900,5848100,5428656,92.8,3549846,1949606,2021-06-09,8464411,23.03
Aragón,702315,101700,203200,35500,1042715,944699,90.6,623426,354647,2021-06-09,1329391,26.68
Cantabria,311955,44500,89000,15550,461005,409703,88.9,270784,148182,2021-06-09,582905,25.42
Castilla y León,1461045,211400,365900,64250,2102595,1853425,88.1,1163690,739120,2021-06-09,2394918,30.86
Castilla-La Mancha,1004895,147700,311600,54875,1519070,1340668,88.3,895647,486220,2021-06-09,2045221,23.77
Cataluña,3635810,538200,1188700,208550,5571260,4834096,86.8,3116755,1771231,2021-06-09,7780479,22.77
Ceuta,33570,4400,13500,2250,53720,49292,91.8,34627,17398,2021-06-09,84202,20.66
Comunidad de Madrid,3038415,452200,1036100,181700,4708415,4110905,87.3,2728135,1545795,2021-06-09,6779888,22.8
Comunidad Foral de Navarra,322485,47400,101000,17750,488635,464658,95.1,307134,182568,2021-06-09,661197,27.61
Comunidad Valenciana,2293390,338300,772600,135600,3539890,3097164,87.5,2052724,1141901,2021-06-09,5057353,22.58
España,22777755,3320600,7344700,1272925,34715980,31004060,89.3,20305788,11552393,2021-06-09,47450795,24.35
Extremadura,568115,80500,162500,28500,839615,773163,92.1,505415,294667,2021-06-09,1063987,27.69
Galicia,1552705,217800,412900,72600,2256005,2127589,94.3,1348680,858164,2021-06-09,2701819,31.76
Islas Baleares,480060,70000,178900,31400,760360,647150,85.1,450073,215815,2021-06-09,1171543,18.42
Islas Canarias,945330,118900,332500,58300,1455030,1255776,86.3,871501,443970,2021-06-09,2175952,20.4
La Rioja,166205,23700,48700,8500,247105,220171,89.1,144233,84463,2021-06-09,319914,26.4
Melilla,33570,4300,13500,2250,53620,44744,83.4,29670,16395,2021-06-09,87076,18.83
País Vasco,1148760,165000,338200,59550,1711510,1599873,93.5,1035178,639709,2021-06-09,2220504,28.81
Principado de Asturias,623345,86800,155800,27400,893345,859689,96.2,545187,335659,2021-06-09,1018784,32.95
Región de Murcia,657095,96900,230800,40500,1025295,850648,83,559498,308143,2021-06-09,1511251,20.39
Andalucía,3771000,557000,1293200,226900,5848100,5563560,95.1,3622123,2015602,2021-06-10,8464411,23.81
Aragón,702315,101700,203200,35500,1042715,962303,92.3,629460,366367,2021-06-10,1329391,27.56
Cantabria,311955,44500,89000,15550,461005,417411,90.5,276376,150622,2021-06-10,582905,25.84
Castilla y León,1461045,211400,365900,64250,2102595,1879990,89.4,1177402,754646,2021-06-10,2394918,31.51
Castilla-La Mancha,1004895,147700,311600,54875,1519070,1372137,90.3,911496,503476,2021-06-10,2045221,24.62
Cataluña,3635810,538200,1188700,208550,5571260,4933265,88.5,3166638,1824159,2021-06-10,7780479,23.45
Ceuta,33570,4400,13500,2250,53720,50164,93.4,34627,18276,2021-06-10,84202,21.7
Comunidad de Madrid,3038415,452200,1036100,181700,4708415,4156302,88.3,2732997,1586786,2021-06-10,6779888,23.4
Comunidad Foral de Navarra,322485,47400,101000,17750,488635,471727,96.5,310951,185816,2021-06-10,661197,28.1
Comunidad Valenciana,2293390,338300,772600,135600,3539890,3188730,90.1,2110908,1180744,2021-06-10,5057353,23.35
España,22777755,3320600,7344700,1272925,34715980,31628321,91.1,20628061,11893951,2021-06-10,47450795,25.07
Extremadura,568115,80500,162500,28500,839615,785066,93.5,510710,302402,2021-06-10,1063987,28.42
Galicia,1552705,217800,412900,72600,2256005,2157812,95.6,1376334,865272,2021-06-10,2701819,32.03
Islas Baleares,480060,70000,178900,31400,760360,660154,86.8,454453,226250,2021-06-10,1171543,19.31
Islas Canarias,945330,118900,332500,58300,1455030,1280205,88,879768,460740,2021-06-10,2175952,21.17
La Rioja,166205,23700,48700,8500,247105,224841,91,147388,86772,2021-06-10,319914,27.12
Melilla,33570,4300,13500,2250,53620,45829,85.5,30210,16940,2021-06-10,87076,19.45
País Vasco,1148760,165000,338200,59550,1711510,1613015,94.2,1037693,651140,2021-06-10,2220504,29.32
Principado de Asturias,623345,86800,155800,27400,893345,872757,97.7,554601,339613,2021-06-10,1018784,33.34
Región de Murcia,657095,96900,230800,40500,1025295,898580,87.6,589792,337621,2021-06-10,1511251,22.34
Andalucía,3983940,557000,1293200,252600,6086740,5702550,93.7,3701796,2079446,2021-06-11,8464411,24.57
Aragón,736245,101700,203200,39500,1080645,986378,91.3,643953,377080,2021-06-11,1329391,28.36
Cantabria,325995,44500,89000,17350,476845,425618,89.3,278426,157415,2021-06-11,582905,27.01
Castilla y León,1518375,211400,365900,71450,2167125,1910017,88.1,1196366,767735,2021-06-11,2394918,32.06
Castilla-La Mancha,1056375,147700,311600,61075,1576750,1405651,89.1,928035,522159,2021-06-11,2045221,25.53
Cataluña,3832370,538200,1188700,232050,5791320,5036115,87,3219017,1879827,2021-06-11,7780479,24.16
Ceuta,33570,5000,13500,2550,54620,51849,94.9,35034,19700,2021-06-11,84202,23.4
Comunidad de Madrid,3209235,452200,1036100,202200,4899735,4211470,86,2748562,1626861,2021-06-11,6779888,24
Comunidad Foral de Navarra,338865,47400,101000,19750,507015,477979,94.3,313202,189992,2021-06-11,661197,28.73
Comunidad Valenciana,2420920,338300,772600,150900,3682720,3279669,89.1,2149741,1238296,2021-06-11,5057353,24.49
España,23894133,3335900,7344700,1416625,35991358,32282553,89.7,20963619,12250002,2021-06-11,47450795,25.82
Extremadura,593855,80500,162500,31700,868555,804198,92.6,520392,314801,2021-06-11,1063987,29.59
Galicia,1620565,217800,412900,80800,2332065,2189549,93.9,1405715,870311,2021-06-11,2701819,32.21
Islas Baleares,492930,70000,178900,34900,776730,675019,86.9,461501,237683,2021-06-11,1171543,20.29
Islas Canarias,945330,133000,332500,64900,1475730,1308062,88.6,891219,477427,2021-06-11,2175952,21.94
La Rioja,174395,23700,48700,9500,256295,224841,87.7,147388,86772,2021-06-11,319914,27.12
Melilla,33570,4900,13500,2550,54520,47473,87.1,30768,18026,2021-06-11,87076,20.7
País Vasco,1204920,165000,338200,66250,1774370,1633164,92,1042599,668707,2021-06-11,2220504,30.12
Principado de Asturias,649085,86800,155800,30500,922185,886366,96.1,565680,342967,2021-06-11,1018784,33.66
Región de Murcia,694535,96900,230800,45100,1067335,930080,87.1,609612,352507,2021-06-11,1511251,23.33
Andalucía,3983940,557000,1293200,252600,6086740,5855291,96.2,3792569,2148113,2021-06-14,8464411,25.38
Aragón,736245,101700,203200,39500,1080645,1005615,93.1,656965,387424,2021-06-14,1329391,29.14
Cantabria,325995,44500,89000,17350,476845,433775,91,281539,163115,2021-06-14,582905,27.98
Castilla y León,1518375,211400,365900,71450,2167125,1943542,89.7,1216266,787526,2021-06-14,2394918,32.88
Castilla-La Mancha,1056375,147700,311600,61075,1576750,1452113,92.1,958119,544637,2021-06-14,2045221,26.63
Cataluña,3832370,538200,1188700,232050,5791320,5228020,90.3,3337366,1961535,2021-06-14,7780479,25.21
Ceuta,33570,5000,13500,2550,54620,53931,98.7,35850,21062,2021-06-14,84202,25.01
Comunidad de Madrid,3209235,452200,1036100,202200,4899735,4329585,88.4,2796634,1738568,2021-06-14,6779888,25.64
Comunidad Foral de Navarra,338865,47400,101000,19750,507015,491186,96.9,322077,196493,2021-06-14,661197,29.72
Comunidad Valenciana,2420920,338300,772600,150900,3682720,3347500,90.9,2179433,1282011,2021-06-14,5057353,25.35
España,23894133,3335900,7344700,1416625,35991358,33242768,92.4,21474788,12813055,2021-06-14,47450795,27
Extremadura,593855,80500,162500,31700,868555,826272,95.1,532908,327618,2021-06-14,1063987,30.79
Galicia,1620565,217800,412900,80800,2332065,2259388,96.9,1435342,911795,2021-06-14,2701819,33.75
Islas Baleares,492930,70000,178900,34900,776730,708168,91.2,472894,266771,2021-06-14,1171543,22.77
Islas Canarias,945330,133000,332500,64900,1475730,1368144,92.7,919350,514820,2021-06-14,2175952,23.66
La Rioja,174395,23700,48700,9500,256295,230094,89.8,150194,91014,2021-06-14,319914,28.45
Melilla,33570,4900,13500,2550,54520,48844,89.6,31267,19262,2021-06-14,87076,22.12
País Vasco,1204920,165000,338200,66250,1774370,1686878,95.1,1070689,701888,2021-06-14,2220504,31.61
Principado de Asturias,649085,86800,155800,30500,922185,907615,98.4,578095,354536,2021-06-14,1018784,34.8
Región de Murcia,694535,96900,230800,45100,1067335,967055,90.6,631494,370368,2021-06-14,1511251,24.51
Andalucía,4199220,612000,1293200,252600,6357020,5944289,93.5,3850035,2183658,2021-06-15,8464411,25.8
Aragón,770175,110300,203200,39500,1123175,1013296,90.2,660494,392449,2021-06-15,1329391,29.52
Cantabria,341205,48300,89000,17350,495855,439691,88.7,285670,165302,2021-06-15,582905,28.36
Castilla y León,1582725,227000,365900,71450,2247075,1970371,87.7,1241529,791740,2021-06-15,2394918,33.06
Castilla-La Mancha,1109025,161000,311600,61075,1642700,1465203,89.2,967942,549330,2021-06-15,2045221,26.86
Cataluña,4030100,588700,1188700,232050,6039550,5308613,87.9,3402714,1983594,2021-06-15,7780479,25.49
Ceuta,38250,5000,13500,2550,59300,53933,90.9,35850,21064,2021-06-15,84202,25.02
Comunidad de Madrid,3381225,496200,1036100,202200,5115725,4394394,85.9,2821241,1790892,2021-06-15,6779888,26.41
Comunidad Foral de Navarra,356415,51700,101000,19750,528865,497056,94,324882,199741,2021-06-15,661197,30.21
Comunidad Valenciana,2549620,371100,772600,150900,3844220,3347509,87.1,2179433,1282020,2021-06-15,5057353,25.35
España,25191663,3647200,7344700,1416625,37600188,33632590,89.4,21713840,13007371,2021-06-15,47450795,27.41
Extremadura,621935,87400,162500,31700,903535,834638,92.4,535680,333488,2021-06-15,1063987,31.34
Galicia,1689595,235400,412900,80800,2418695,2263851,93.6,1436804,920224,2021-06-15,2701819,34.06
Islas Baleares,539730,77600,178900,34900,831130,723083,87,481030,275864,2021-06-15,1171543,23.55
Islas Canarias,1055310,147100,332500,64900,1599810,1395452,87.2,932289,530935,2021-06-15,2175952,24.4
La Rioja,182585,25800,48700,9500,266585,233863,87.7,152293,92782,2021-06-15,319914,29
Melilla,38250,4900,13500,2550,59200,49446,83.5,31824,19864,2021-06-15,87076,22.81
País Vasco,1261080,179400,338200,66250,1844930,1702800,92.3,1077317,711994,2021-06-15,2220504,32.06
Principado de Asturias,674825,93400,155800,30500,954525,918611,96.2,585834,359069,2021-06-15,1018784,35.24
Región de Murcia,733145,106700,230800,45100,1115745,974629,87.4,635097,376878,2021-06-15,1511251,24.94
Andalucía,4199220,612000,1293200,252600,6357020,6062346,95.4,3923179,2232974,2021-06-16,8464411,26.38
Aragón,770175,110300,203200,39500,1123175,1028134,91.5,667558,401383,2021-06-16,1329391,30.19
Cantabria,341205,48300,89000,17350,495855,448129,90.4,290840,168792,2021-06-16,582905,28.96
Castilla y León,1582725,227000,365900,71450,2247075,2000741,89,1264885,801113,2021-06-16,2394918,33.45
Castilla-La Mancha,1109025,161000,311600,61075,1642700,1485388,90.4,978851,560198,2021-06-16,2045221,27.39
Cataluña,4030100,588700,1188700,232050,6039550,5404506,89.5,3470918,2018402,2021-06-16,7780479,25.94
Ceuta,38250,5000,13500,2550,59300,55167,93,35862,22514,2021-06-16,84202,26.74
Comunidad de Madrid,3381225,496200,1036100,202200,5115725,4458935,87.2,2846223,1833835,2021-06-16,6779888,27.05
Comunidad Foral de Navarra,356415,51700,101000,19750,528865,502357,95,327414,202714,2021-06-16,661197,30.66
Comunidad Valenciana,2549620,371100,772600,150900,3844220,3427034,89.1,2230209,1320074,2021-06-16,5057353,26.1
España,25191663,3647200,7344700,1416625,37600188,34224523,91,22048919,13301010,2021-06-16,47450795,28.03
Extremadura,621935,87400,162500,31700,903535,848863,93.9,542625,341422,2021-06-16,1063987,32.09
Galicia,1689595,235400,412900,80800,2418695,2290350,94.7,1437272,948536,2021-06-16,2701819,35.11
Islas Baleares,539730,77600,178900,34900,831130,736967,88.7,488779,283925,2021-06-16,1171543,24.24
Islas Canarias,1055310,147100,332500,64900,1599810,1424949,89.1,943824,549306,2021-06-16,2175952,25.24
La Rioja,182585,25800,48700,9500,266585,237471,89.1,153557,95176,2021-06-16,319914,29.75
Melilla,38250,4900,13500,2550,59200,50460,85.2,32449,20256,2021-06-16,87076,23.26
País Vasco,1261080,179400,338200,66250,1844930,1728307,93.7,1090574,725161,2021-06-16,2220504,32.66
Principado de Asturias,674825,93400,155800,30500,954525,931972,97.6,593687,365083,2021-06-16,1018784,35.84
Región de Murcia,733145,106700,230800,45100,1115745,997643,89.4,654004,381018,2021-06-16,1511251,25.21
Andalucía,4199220,612000,1293200,252600,6357020,6188862,97.4,3997053,2289853,2021-06-17,8464411,27.05
Aragón,770175,110300,203200,39500,1123175,1051390,93.6,675162,417656,2021-06-17,1329391,31.42
Cantabria,341205,48300,89000,17350,495855,456643,92.1,296181,172646,2021-06-17,582905,29.62
Castilla y León,1582725,227000,365900,71450,2247075,2029033,90.3,1277300,818626,2021-06-17,2394918,34.18
Castilla-La Mancha,1109025,161000,311600,61075,1642700,1517201,92.4,996496,575624,2021-06-17,2045221,28.14
Cataluña,4030100,588700,1188700,232050,6039550,5502308,91.1,3532658,2063993,2021-06-17,7780479,26.53
Ceuta,38250,5000,13500,2550,59300,56333,95,35965,23772,2021-06-17,84202,28.23
Comunidad de Madrid,3381225,496200,1036100,202200,5115725,4521357,88.4,2872520,1878705,2021-06-17,6779888,27.71
Comunidad Foral de Navarra,356415,51700,101000,19750,528865,510430,96.5,330839,207621,2021-06-17,661197,31.4
Comunidad Valenciana,2549620,371100,772600,150900,3844220,3507158,91.2,2268072,1364147,2021-06-17,5057353,26.97
España,25191663,3647200,7344700,1416625,37600188,34845346,92.7,22365104,13641091,2021-06-17,47450795,28.75
Extremadura,621935,87400,162500,31700,903535,864044,95.6,550967,349167,2021-06-17,1063987,32.82
Galicia,1689595,235400,412900,80800,2418695,2324305,96.1,1439100,980740,2021-06-17,2701819,36.3
Islas Baleares,539730,77600,178900,34900,831130,751096,90.4,496294,290951,2021-06-17,1171543,24.83
Islas Canarias,1055310,147100,332500,64900,1599810,1444587,90.3,955327,558164,2021-06-17,2175952,25.65
La Rioja,182585,25800,48700,9500,266585,241781,90.7,155370,98232,2021-06-17,319914,30.71
Melilla,38250,4900,13500,2550,59200,52051,87.9,33072,22993,2021-06-17,87076,26.41
País Vasco,1261080,179400,338200,66250,1844930,1753727,95.1,1105720,736515,2021-06-17,2220504,33.17
Principado de Asturias,674825,93400,155800,30500,954525,946602,99.2,602355,371757,2021-06-17,1018784,36.49
Región de Murcia,733145,106700,230800,45100,1115745,1018736,91.3,668157,388174,2021-06-17,1511251,25.69
Andalucía,4412160,612000,1364600,275800,6664560,6310313,94.7,4068120,2346900,2021-06-18,8464411,27.73
Aragón,804105,110300,214400,43100,1171905,1074735,91.7,683345,434516,2021-06-18,1329391,32.69
Cantabria,355245,48300,93900,18950,516395,465168,90.1,300867,176620,2021-06-18,582905,30.3
Castilla y León,1640055,227000,386100,78050,2331205,2061441,88.4,1298533,830670,2021-06-18,2394918,34.68
Castilla-La Mancha,1160505,161000,328900,66675,1717080,1550893,90.3,1010771,596323,2021-06-18,2045221,29.16
Cataluña,4226660,588700,1254300,253350,6323010,5591334,88.4,3588063,2116310,2021-06-18,7780479,27.2
Ceuta,38250,5600,14200,2750,60800,57940,95.3,36412,24987,2021-06-18,84202,29.68
Comunidad de Madrid,3552045,496200,1093300,220800,5362345,4553362,84.9,2875138,1921478,2021-06-18,6779888,28.34
Comunidad Foral de Navarra,372795,51700,106600,21550,552645,512955,92.8,332100,209218,2021-06-18,661197,31.64
Comunidad Valenciana,2677150,371100,815300,164800,4028350,3570491,88.6,2317863,1377972,2021-06-18,5057353,27.25
España,26307627,3648400,7755100,1548625,39259752,35412140,90.2,22684911,13939564,2021-06-18,47450795,29.38
Extremadura,647675,87400,171500,34600,941175,885610,94.1,563430,359949,2021-06-18,1063987,33.83
Galicia,1757455,235400,435700,88200,2516755,2354240,93.5,1462402,990784,2021-06-18,2701819,36.67
Islas Baleares,552600,77600,188800,38100,857100,765389,89.3,503764,298205,2021-06-18,1171543,25.45
Islas Canarias,1055310,147100,350900,70900,1624210,1473850,90.7,967680,575382,2021-06-18,2175952,26.44
La Rioja,190775,25800,51400,10400,278375,246380,88.5,156361,102003,2021-06-18,319914,31.88
Melilla,38250,5500,14200,2750,60700,53508,88.2,33640,23965,2021-06-18,87076,27.52
País Vasco,1317240,179400,356900,72350,1925890,1770547,91.9,1113961,746261,2021-06-18,2220504,33.61
Principado de Asturias,700565,93400,164400,33300,991665,959757,96.8,612133,375618,2021-06-18,1018784,36.87
Región de Murcia,770585,106700,243600,49200,1170085,1043065,89.1,683369,397644,2021-06-18,1511251,26.31
Andalucía,4412160,612000,1364600,275800,6664560,6453108,96.8,4146568,2418794,2021-06-21,8464411,28.58
Aragón,804105,110300,214400,43100,1171905,1090980,93.1,691644,444599,2021-06-21,1329391,33.44
Cantabria,355245,48300,93900,18950,516395,473933,91.8,304982,182032,2021-06-21,582905,31.23
Castilla y León,1640055,227000,386100,78050,2331205,2106987,90.4,1321869,853432,2021-06-21,2394918,35.64
Castilla-La Mancha,1160505,161000,328900,66675,1717080,1601405,93.3,1033852,626493,2021-06-21,2045221,30.63
Cataluña,4226660,588700,1254300,253350,6323010,5807073,91.8,3719174,2215642,2021-06-21,7780479,28.48
Ceuta,38250,5600,14200,2750,60800,59648,98.1,37938,25284,2021-06-21,84202,30.03
Comunidad de Madrid,3552045,496200,1093300,220800,5362345,4673926,87.2,2928076,1994673,2021-06-21,6779888,29.42
Comunidad Foral de Navarra,372795,51700,106600,21550,552645,529029,95.7,341720,216975,2021-06-21,661197,32.82
Comunidad Valenciana,2677150,371100,815300,164800,4028350,3607658,89.6,2338084,1396630,2021-06-21,5057353,27.62
España,26307627,3648400,7755100,1548625,39259752,36357745,92.6,23200566,14431683,2021-06-21,47450795,30.41
Extremadura,647675,87400,171500,34600,941175,906675,96.3,570574,375351,2021-06-21,1063987,35.28
Galicia,1757455,235400,435700,88200,2516755,2426494,96.4,1518167,1008500,2021-06-21,2701819,37.33
Islas Baleares,552600,77600,188800,38100,857100,794372,92.7,512469,319455,2021-06-21,1171543,27.27
Islas Canarias,1055310,147100,350900,70900,1624210,1525984,94,990610,609215,2021-06-21,2175952,28
La Rioja,190775,25800,51400,10400,278375,253390,91,158713,107844,2021-06-21,319914,33.71
Melilla,38250,5500,14200,2750,60700,54807,90.3,34178,24810,2021-06-21,87076,28.49
País Vasco,1317240,179400,356900,72350,1925890,1828264,94.9,1154254,772618,2021-06-21,2220504,34.79
Principado de Asturias,700565,93400,164400,33300,991665,979228,98.7,623016,387751,2021-06-21,1018784,38.06
Región de Murcia,770585,106700,243600,49200,1170085,1070052,91.5,696271,414686,2021-06-21,1511251,27.44
Andalucía,4682430,673500,1364600,275800,6996330,6567073,93.9,4216025,2466921,2021-06-22,8464411,29.14
Aragón,847395,118900,214400,43100,1223795,1098650,89.8,693620,450448,2021-06-22,1329391,33.88
Cantabria,373965,52100,93900,18950,538915,473978,88,305021,182038,2021-06-22,582905,31.23
Castilla y León,1718445,242600,386100,78050,2425195,2131180,87.9,1335576,865671,2021-06-22,2394918,36.15
Castilla-La Mancha,1226025,174300,328900,66675,1795900,1621174,90.3,1044943,636418,2021-06-22,2045221,31.12
Cataluña,4475870,644000,1254300,253350,6627520,5917441,89.3,3776768,2274408,2021-06-22,7780479,29.23
Ceuta,44100,6300,14200,2750,67350,61032,90.6,38215,26409,2021-06-22,84202,31.36
Comunidad de Madrid,3768495,545400,1093300,220800,5627995,4742962,84.3,2957163,2038658,2021-06-22,6779888,30.07
Comunidad Foral de Navarra,393855,56000,106600,21550,578005,536088,92.7,346858,219324,2021-06-22,661197,33.17
Comunidad Valenciana,2838610,407600,815300,164800,4226310,3632418,85.9,2344812,1419161,2021-06-22,5057353,28.06
España,27932757,3982000,7755100,1548745,41218602,36880086,89.5,23443444,14745736,2021-06-22,47450795,31.08
Extremadura,681605,94300,171500,34600,982005,917794,93.5,576301,383166,2021-06-22,1063987,36.01
Galicia,1844035,253000,435700,88200,2620935,2469974,94.2,1518927,1054047,2021-06-22,2701819,39.01
Islas Baleares,611100,86600,188800,38100,924600,810298,87.6,519992,328231,2021-06-22,1171543,28.02
Islas Canarias,1194540,163500,350900,70900,1779840,1552850,87.2,1000663,626779,2021-06-22,2175952,28.8
La Rioja,201305,27900,51400,10400,291005,257255,88.4,158783,111658,2021-06-22,319914,34.9
Melilla,44100,6200,14200,2750,67250,55986,83.3,34499,25845,2021-06-22,87076,29.68
País Vasco,1388610,193800,356900,72350,2011660,1843762,91.7,1162729,780325,2021-06-22,2220504,35.14
Principado de Asturias,733325,100000,164400,33300,1031025,995047,96.5,631767,398501,2021-06-22,1018784,39.12
Región de Murcia,818555,117800,243600,49200,1229155,1077570,87.7,702094,418282,2021-06-22,1511251,27.68
Andalucía,4682430,673500,1364600,275800,6996330,6697159,95.7,4282316,2535220,2021-06-23,8464411,29.95
Aragón,847395,118900,214400,43100,1223795,1113167,91,699868,459281,2021-06-23,1329391,34.55
Cantabria,373965,52100,93900,18950,538915,487346,90.4,312034,188670,2021-06-23,582905,32.37
Castilla y León,1718445,242600,386100,78050,2425195,2167761,89.4,1353812,884731,2021-06-23,2394918,36.94
